t,x_cin,v_cin,x_pot,v_pot,E_cin_total,E_pot_total
0.1395,1.884,-8,1.884,-8.00014,32,32.0011
0.1396,1.8832,-8,1.8832,-8.00014,32,32.0011
0.1397,1.8824,-8,1.8824,-8.00014,32,32.0011
0.1398,1.8816,-8,1.8816,-8.00014,32,32.0012
0.1399,1.8808,-8,1.8808,-8.00014,32,32.0012
0.14,1.88,-8,1.88,-8.00014,32,32.0012
0.1401,1.8792,-8,1.8792,-8.00015,32,32.0012
0.1402,1.8784,-8,1.8784,-8.00015,32,32.0012
0.1403,1.8776,-8,1.8776,-8.00015,32,32.0012
0.1404,1.8768,-8,1.8768,-8.00015,32,32.0012
0.1405,1.876,-8,1.876,-8.00015,32,32.0012
0.1406,1.8752,-8,1.8752,-8.00015,32,32.0012
0.1407,1.8744,-8,1.8744,-8.00015,32,32.0012
0.1408,1.8736,-8,1.8736,-8.00015,32,32.0012
0.1409,1.8728,-8,1.8728,-8.00015,32,32.0012
0.141,1.872,-8,1.872,-8.00015,32,32.0012
0.1411,1.8712,-8,1.8712,-8.00015,32,32.0012
0.1412,1.8704,-8,1.8704,-8.00015,32,32.0012
0.1413,1.8696,-8,1.8696,-8.00015,32,32.0012
0.1414,1.8688,-8,1.8688,-8.00015,32,32.0012
0.1415,1.868,-8,1.868,-8.00015,32,32.0012
0.1416,1.8672,-8,1.8672,-8.00015,32,32.0012
0.1417,1.8664,-8,1.8664,-8.00015,32,32.0012
0.1418,1.8656,-8,1.8656,-8.00015,32,32.0012
0.1419,1.8648,-8,1.8648,-8.00015,32,32.0012
0.142,1.864,-8,1.864,-8.00015,32,32.0012
0.1421,1.8632,-8,1.8632,-8.00015,32,32.0012
0.1422,1.8624,-8,1.8624,-8.00016,32,32.0012
0.1423,1.8616,-8,1.8616,-8.00016,32,32.0012
0.1424,1.8608,-8,1.8608,-8.00016,32,32.0012
0.1425,1.86,-8,1.86,-8.00016,32,32.0013
0.1426,1.8592,-8,1.8592,-8.00016,32,32.0013
0.1427,1.8584,-8,1.8584,-8.00016,32,32.0013
0.1428,1.8576,-8,1.8576,-8.00016,32,32.0013
0.1429,1.8568,-8,1.8568,-8.00016,32,32.0013
0.143,1.856,-8,1.856,-8.00016,32,32.0013
0.1431,1.8552,-8,1.8552,-8.00016,32,32.0013
0.1432,1.8544,-8,1.8544,-8.00016,32,32.0013
0.1433,1.8536,-8,1.8536,-8.00016,32,32.0013
0.1434,1.8528,-8,1.8528,-8.00016,32,32.0013
0.1435,1.852,-8,1.852,-8.00016,32,32.0013
0.1436,1.8512,-8,1.8512,-8.00016,32,32.0013
0.1437,1.8504,-8,1.8504,-8.00016,32,32.0013
0.1438,1.8496,-8,1.8496,-8.00016,32,32.0013
0.1439,1.8488,-8,1.8488,-8.00016,32,32.0013
0.144,1.848,-8,1.848,-8.00016,32,32.0013
0.1441,1.8472,-8,1.8472,-8.00016,32,32.0013
0.1442,1.8464,-8,1.8464,-8.00017,32,32.0013
0.1443,1.8456,-8,1.8456,-8.00017,32,32.0013
0.1444,1.8448,-8,1.8448,-8.00017,32,32.0013
0.1445,1.844,-8,1.844,-8.00017,32,32.0013
0.1446,1.8432,-8,1.8432,-8.00017,32,32.0013
0.1447,1.8424,-8,1.8424,-8.00017,32,32.0013
0.1448,1.8416,-8,1.8416,-8.00017,32,32.0013
0.1449,1.8408,-8,1.8408,-8.00017,32,32.0013
0.145,1.84,-8,1.84,-8.00017,32,32.0014
0.1451,1.8392,-8,1.8392,-8.00017,32,32.0014
0.1452,1.8384,-8,1.8384,-8.00017,32,32.0014
0.1453,1.8376,-8,1.8376,-8.00017,32,32.0014
0.1454,1.8368,-8,1.8368,-8.00017,32,32.0014
0.1455,1.836,-8,1.836,-8.00017,32,32.0014
0.1456,1.8352,-8,1.8352,-8.00017,32,32.0014
0.1457,1.8344,-8,1.8344,-8.00017,32,32.0014
0.1458,1.8336,-8,1.8336,-8.00017,32,32.0014
0.1459,1.8328,-8,1.8328,-8.00017,32,32.0014
0.146,1.832,-8,1.832,-8.00017,32,32.0014
0.1461,1.8312,-8,1.8312,-8.00018,32,32.0014
0.1462,1.8304,-8,1.8304,-8.00018,32,32.0014
0.1463,1.8296,-8,1.8296,-8.00018,32,32.0014
0.1464,1.8288,-8,1.8288,-8.00018,32,32.0014
0.1465,1.828,-8,1.828,-8.00018,32,32.0014
0.1466,1.8272,-8,1.8272,-8.00018,32,32.0014
0.1467,1.8264,-8,1.8264,-8.00018,32,32.0014
0.1468,1.8256,-8,1.8256,-8.00018,32,32.0014
0.1469,1.8248,-8,1.8248,-8.00018,32,32.0014
0.147,1.824,-8,1.824,-8.00018,32,32.0014
0.1471,1.8232,-8,1.8232,-8.00018,32,32.0014
0.1472,1.8224,-8,1.82239,-8.00018,32,32.0014
0.1473,1.8216,-8,1.82159,-8.00018,32,32.0015
0.1474,1.8208,-8,1.82079,-8.00018,32,32.0015
0.1475,1.82,-8,1.81999,-8.00018,32,32.0015
0.1476,1.8192,-8,1.81919,-8.00018,32,32.0015
0.1477,1.8184,-8,1.81839,-8.00018,32,32.0015
0.1478,1.8176,-8,1.81759,-8.00018,32,32.0015
0.1479,1.8168,-8,1.81679,-8.00019,32,32.0015
0.148,1.816,-8,1.81599,-8.00019,32,32.0015
0.1481,1.8152,-8,1.81519,-8.00019,32,32.0015
0.1482,1.8144,-8,1.81439,-8.00019,32,32.0015
0.1483,1.8136,-8,1.81359,-8.00019,32,32.0015
0.1484,1.8128,-8,1.81279,-8.00019,32,32.0015
0.1485,1.812,-8,1.81199,-8.00019,32,32.0015
0.1486,1.8112,-8,1.81119,-8.00019,32,32.0015
0.1487,1.8104,-8,1.81039,-8.00019,32,32.0015
0.1488,1.8096,-8,1.80959,-8.00019,32,32.0015
0.1489,1.8088,-8,1.80879,-8.00019,32,32.0015
0.149,1.808,-8,1.80799,-8.00019,32,32.0015
0.1491,1.8072,-8,1.80719,-8.00019,32,32.0015
0.1492,1.8064,-8,1.80639,-8.00019,32,32.0015
0.1493,1.8056,-8,1.80559,-8.00019,32,32.0015
0.1494,1.8048,-8,1.80479,-8.00019,32,32.0016
0.1495,1.804,-8,1.80399,-8.00019,32,32.0016
0.1496,1.8032,-8,1.80319,-8.0002,32,32.0016
0.1497,1.8024,-8,1.80239,-8.0002,32,32.0016
0.1498,1.8016,-8,1.80159,-8.0002,32,32.0016
0.1499,1.8008,-8,1.80079,-8.0002,32,32.0016
0.15,1.8,-8,1.79999,-8.0002,32,32.0016
0.1501,1.7992,-8,1.79919,-8.0002,32,32.0016
0.1502,1.7984,-8,1.79839,-8.0002,32,32.0016
0.1503,1.7976,-8,1.79759,-8.0002,32,32.0016
0.1504,1.7968,-8,1.79679,-8.0002,32,32.0016
0.1505,1.796,-8,1.79599,-8.0002,32,32.0016
0.1506,1.7952,-8,1.79519,-8.0002,32,32.0016
0.1507,1.7944,-8,1.79439,-8.0002,32,32.0016
0.1508,1.7936,-8,1.79359,-8.0002,32,32.0016
0.1509,1.7928,-8,1.79279,-8.0002,32,32.0016
0.151,1.792,-8,1.79199,-8.0002,32,32.0016
0.1511,1.7912,-8,1.79119,-8.0002,32,32.0016
0.1512,1.7904,-8,1.79039,-8.00021,32,32.0016
0.1513,1.7896,-8,1.78959,-8.00021,32,32.0016
0.1514,1.7888,-8,1.78879,-8.00021,32,32.0017
0.1515,1.788,-8,1.78799,-8.00021,32,32.0017
0.1516,1.7872,-8,1.78719,-8.00021,32,32.0017
0.1517,1.7864,-8,1.78639,-8.00021,32,32.0017
0.1518,1.7856,-8,1.78559,-8.00021,32,32.0017
0.1519,1.7848,-8,1.78479,-8.00021,32,32.0017
0.152,1.784,-8,1.78399,-8.00021,32,32.0017
0.1521,1.7832,-8,1.78319,-8.00021,32,32.0017
0.1522,1.7824,-8,1.78239,-8.00021,32,32.0017
0.1523,1.7816,-8,1.78159,-8.00021,32,32.0017
0.1524,1.7808,-8,1.78079,-8.00021,32,32.0017
0.1525,1.78,-8,1.77999,-8.00021,32,32.0017
0.1526,1.7792,-8,1.77919,-8.00021,32,32.0017
0.1527,1.7784,-8,1.77839,-8.00021,32,32.0017
0.1528,1.7776,-8,1.77759,-8.00022,32,32.0017
0.1529,1.7768,-8,1.77679,-8.00022,32,32.0017
0.153,1.776,-8,1.77599,-8.00022,32,32.0017
0.1531,1.7752,-8,1.77519,-8.00022,32,32.0017
0.1532,1.7744,-8,1.77439,-8.00022,32,32.0017
0.1533,1.7736,-8,1.77359,-8.00022,32,32.0018
0.1534,1.7728,-8,1.77279,-8.00022,32,32.0018
0.1535,1.772,-8,1.77199,-8.00022,32,32.0018
0.1536,1.7712,-8,1.77119,-8.00022,32,32.0018
0.1537,1.7704,-8,1.77039,-8.00022,32,32.0018
0.1538,1.7696,-8,1.76959,-8.00022,32,32.0018
0.1539,1.7688,-8,1.76879,-8.00022,32,32.0018
0.154,1.768,-8,1.76799,-8.00022,32,32.0018
0.1541,1.7672,-8,1.76719,-8.00022,32,32.0018
0.1542,1.7664,-8,1.76639,-8.00023,32,32.0018
0.1543,1.7656,-8,1.76559,-8.00023,32,32.0018
0.1544,1.7648,-8,1.76479,-8.00023,32,32.0018
0.1545,1.764,-8,1.76399,-8.00023,32,32.0018
0.1546,1.7632,-8,1.76319,-8.00023,32,32.0018
0.1547,1.7624,-8,1.76239,-8.00023,32,32.0018
0.1548,1.7616,-8,1.76159,-8.00023,32,32.0018
0.1549,1.7608,-8,1.76079,-8.00023,32,32.0018
0.155,1.76,-8,1.75999,-8.00023,32,32.0018
0.1551,1.7592,-8,1.75919,-8.00023,32,32.0019
0.1552,1.7584,-8,1.75839,-8.00023,32,32.0019
0.1553,1.7576,-8,1.75759,-8.00023,32,32.0019
0.1554,1.7568,-8,1.75679,-8.00023,32,32.0019
0.1555,1.756,-8,1.75599,-8.00023,32,32.0019
0.1556,1.7552,-8,1.75519,-8.00024,32,32.0019
0.1557,1.7544,-8,1.75439,-8.00024,32,32.0019
0.1558,1.7536,-8,1.75359,-8.00024,32,32.0019
0.1559,1.7528,-8,1.75279,-8.00024,32,32.0019
0.156,1.752,-8,1.75199,-8.00024,32,32.0019
0.1561,1.7512,-8,1.75119,-8.00024,32,32.0019
0.1562,1.7504,-8,1.75039,-8.00024,32,32.0019
0.1563,1.7496,-8,1.74959,-8.00024,32,32.0019
0.1564,1.7488,-8,1.74879,-8.00024,32,32.0019
0.1565,1.748,-8,1.74799,-8.00024,32,32.0019
0.1566,1.7472,-8,1.74719,-8.00024,32,32.0019
0.1567,1.7464,-8,1.74639,-8.00024,32,32.0019
0.1568,1.7456,-8,1.74559,-8.00024,32,32.002
0.1569,1.7448,-8,1.74479,-8.00024,32,32.002
0.157,1.744,-8,1.74399,-8.00025,32,32.002
0.1571,1.7432,-8,1.74319,-8.00025,32,32.002
0.1572,1.7424,-8,1.74239,-8.00025,32,32.002
0.1573,1.7416,-8,1.74159,-8.00025,32,32.002
0.1574,1.7408,-8,1.74079,-8.00025,32,32.002
0.1575,1.74,-8,1.73999,-8.00025,32,32.002
0.1576,1.7392,-8,1.73919,-8.00025,32,32.002
0.1577,1.7384,-8,1.73839,-8.00025,32,32.002
0.1578,1.7376,-8,1.73759,-8.00025,32,32.002
0.1579,1.7368,-8,1.73679,-8.00025,32,32.002
0.158,1.736,-8,1.73599,-8.00025,32,32.002
0.1581,1.7352,-8,1.73519,-8.00025,32,32.002
0.1582,1.7344,-8,1.73439,-8.00025,32,32.002
0.1583,1.7336,-8,1.73359,-8.00026,32,32.002
0.1584,1.7328,-8,1.73279,-8.00026,32,32.0021
0.1585,1.732,-8,1.73199,-8.00026,32,32.0021
0.1586,1.7312,-8,1.73119,-8.00026,32,32.0021
0.1587,1.7304,-8,1.73039,-8.00026,32,32.0021
0.1588,1.7296,-8,1.72959,-8.00026,32,32.0021
0.1589,1.7288,-8,1.72879,-8.00026,32,32.0021
0.159,1.728,-8,1.72799,-8.00026,32,32.0021
0.1591,1.7272,-8,1.72719,-8.00026,32,32.0021
0.1592,1.7264,-8,1.72639,-8.00026,32,32.0021
0.1593,1.7256,-8,1.72559,-8.00026,32,32.0021
0.1594,1.7248,-8,1.72479,-8.00026,32,32.0021
0.1595,1.724,-8,1.72399,-8.00027,32,32.0021
0.1596,1.7232,-8,1.72319,-8.00027,32,32.0021
0.1597,1.7224,-8,1.72239,-8.00027,32,32.0021
0.1598,1.7216,-8,1.72159,-8.00027,32,32.0021
0.1599,1.7208,-8,1.72079,-8.00027,32,32.0021
0.16,1.72,-8,1.71999,-8.00027,32,32.0022
0.1601,1.7192,-8,1.71919,-8.00027,32,32.0022
0.1602,1.7184,-8,1.71839,-8.00027,32,32.0022
0.1603,1.7176,-8,1.71759,-8.00027,32,32.0022
0.1604,1.7168,-8,1.71679,-8.00027,32,32.0022
0.1605,1.716,-8,1.71599,-8.00027,32,32.0022
0.1606,1.7152,-8,1.71519,-8.00027,32,32.0022
0.1607,1.7144,-8,1.71439,-8.00028,32,32.0022
0.1608,1.7136,-8,1.71359,-8.00028,32,32.0022
0.1609,1.7128,-8,1.71279,-8.00028,32,32.0022
0.161,1.712,-8,1.71199,-8.00028,32,32.0022
0.1611,1.7112,-8,1.71119,-8.00028,32,32.0022
0.1612,1.7104,-8,1.71039,-8.00028,32,32.0022
0.1613,1.7096,-8,1.70959,-8.00028,32,32.0022
0.1614,1.7088,-8,1.70879,-8.00028,32,32.0023
0.1615,1.708,-8,1.70799,-8.00028,32,32.0023
0.1616,1.7072,-8,1.70719,-8.00028,32,32.0023
0.1617,1.7064,-8,1.70639,-8.00028,32,32.0023
0.1618,1.7056,-8,1.70559,-8.00029,32,32.0023
0.1619,1.7048,-8,1.70479,-8.00029,32,32.0023
0.162,1.704,-8,1.70399,-8.00029,32,32.0023
0.1621,1.7032,-8,1.70319,-8.00029,32,32.0023
0.1622,1.7024,-8,1.70239,-8.00029,32,32.0023
0.1623,1.7016,-8,1.70159,-8.00029,32,32.0023
0.1624,1.7008,-8,1.70079,-8.00029,32,32.0023
0.1625,1.7,-8,1.69999,-8.00029,32,32.0023
0.1626,1.6992,-8,1.69919,-8.00029,32,32.0023
0.1627,1.6984,-8,1.69839,-8.00029,32,32.0023
0.1628,1.6976,-8,1.69759,-8.00029,32,32.0024
0.1629,1.6968,-8,1.69679,-8.0003,32,32.0024
0.163,1.696,-8,1.69599,-8.0003,32,32.0024
0.1631,1.6952,-8,1.69519,-8.0003,32,32.0024
0.1632,1.6944,-8,1.69439,-8.0003,32,32.0024
0.1633,1.6936,-8,1.69359,-8.0003,32,32.0024
0.1634,1.6928,-8,1.69279,-8.0003,32,32.0024
0.1635,1.692,-8,1.69199,-8.0003,32,32.0024
0.1636,1.6912,-8,1.69119,-8.0003,32,32.0024
0.1637,1.6904,-8,1.69039,-8.0003,32,32.0024
0.1638,1.6896,-8,1.68959,-8.0003,32,32.0024
0.1639,1.6888,-8,1.68879,-8.0003,32,32.0024
0.164,1.688,-8,1.68799,-8.00031,32,32.0024
0.1641,1.6872,-8,1.68719,-8.00031,32,32.0025
0.1642,1.6864,-8,1.68639,-8.00031,32,32.0025
0.1643,1.6856,-8,1.68559,-8.00031,32,32.0025
0.1644,1.6848,-8,1.68479,-8.00031,32,32.0025
0.1645,1.684,-8,1.68399,-8.00031,32,32.0025
0.1646,1.6832,-8,1.68319,-8.00031,32,32.0025
0.1647,1.6824,-8,1.68239,-8.00031,32,32.0025
0.1648,1.6816,-8,1.68159,-8.00031,32,32.0025
0.1649,1.6808,-8,1.68079,-8.00031,32,32.0025
0.165,1.68,-8,1.67999,-8.00032,32,32.0025
0.1651,1.6792,-8,1.67919,-8.00032,32,32.0025
0.1652,1.6784,-8,1.67839,-8.00032,32,32.0025
0.1653,1.6776,-8,1.67759,-8.00032,32,32.0025
0.1654,1.6768,-8,1.67679,-8.00032,32,32.0026
0.1655,1.676,-8,1.67599,-8.00032,32,32.0026
0.1656,1.6752,-8,1.67519,-8.00032,32,32.0026
0.1657,1.6744,-8,1.67439,-8.00032,32,32.0026
0.1658,1.6736,-8,1.67359,-8.00032,32,32.0026
0.1659,1.6728,-8,1.67279,-8.00032,32,32.0026
0.166,1.672,-8,1.67199,-8.00033,32,32.0026
0.1661,1.6712,-8,1.67119,-8.00033,32,32.0026
0.1662,1.6704,-8,1.67039,-8.00033,32,32.0026
0.1663,1.6696,-8,1.66959,-8.00033,32,32.0026
0.1664,1.6688,-8,1.66879,-8.00033,32,32.0026
0.1665,1.668,-8,1.66799,-8.00033,32,32.0026
0.1666,1.6672,-8,1.66719,-8.00033,32,32.0027
0.1667,1.6664,-8,1.66639,-8.00033,32,32.0027
0.1668,1.6656,-8,1.66559,-8.00033,32,32.0027
0.1669,1.6648,-8,1.66479,-8.00033,32,32.0027
0.167,1.664,-8,1.66399,-8.00034,32,32.0027
0.1671,1.6632,-8,1.66319,-8.00034,32,32.0027
0.1672,1.6624,-8,1.66239,-8.00034,32,32.0027
0.1673,1.6616,-8,1.66159,-8.00034,32,32.0027
0.1674,1.6608,-8,1.66079,-8.00034,32,32.0027
0.1675,1.66,-8,1.65999,-8.00034,32,32.0027
0.1676,1.6592,-8,1.65919,-8.00034,32,32.0027
0.1677,1.6584,-8,1.65839,-8.00034,32,32.0027
0.1678,1.6576,-8,1.65759,-8.00034,32,32.0028
0.1679,1.6568,-8,1.65679,-8.00035,32,32.0028
0.168,1.656,-8,1.65599,-8.00035,32,32.0028
0.1681,1.6552,-8,1.65519,-8.00035,32,32.0028
0.1682,1.6544,-8,1.65439,-8.00035,32,32.0028
0.1683,1.6536,-8,1.65359,-8.00035,32,32.0028
0.1684,1.6528,-8,1.65279,-8.00035,32,32.0028
0.1685,1.652,-8,1.65199,-8.00035,32,32.0028
0.1686,1.6512,-8,1.65119,-8.00035,32,32.0028
0.1687,1.6504,-8,1.65039,-8.00035,32,32.0028
0.1688,1.6496,-8,1.64959,-8.00036,32,32.0028
0.1689,1.6488,-8,1.64879,-8.00036,32,32.0029
0.169,1.648,-8,1.64799,-8.00036,32,32.0029
0.1691,1.6472,-8,1.64719,-8.00036,32,32.0029
0.1692,1.6464,-8,1.64639,-8.00036,32,32.0029
0.1693,1.6456,-8,1.64559,-8.00036,32,32.0029
0.1694,1.6448,-8,1.64479,-8.00036,32,32.0029
0.1695,1.644,-8,1.64399,-8.00036,32,32.0029
0.1696,1.6432,-8,1.64319,-8.00036,32,32.0029
0.1697,1.6424,-8,1.64239,-8.00037,32,32.0029
0.1698,1.6416,-8,1.64159,-8.00037,32,32.0029
0.1699,1.6408,-8,1.64079,-8.00037,32,32.0029
0.17,1.64,-8,1.63999,-8.00037,32,32.003
0.1701,1.6392,-8,1.63919,-8.00037,32,32.003
0.1702,1.6384,-8,1.63839,-8.00037,32,32.003
0.1703,1.6376,-8,1.63759,-8.00037,32,32.003
0.1704,1.6368,-8,1.63679,-8.00037,32,32.003
0.1705,1.636,-8,1.63599,-8.00038,32,32.003
0.1706,1.6352,-8,1.63519,-8.00038,32,32.003
0.1707,1.6344,-8,1.63439,-8.00038,32,32.003
0.1708,1.6336,-8,1.63359,-8.00038,32,32.003
0.1709,1.6328,-8,1.63279,-8.00038,32,32.003
0.171,1.632,-8,1.63199,-8.00038,32,32.003
0.1711,1.6312,-8,1.63119,-8.00038,32,32.0031
0.1712,1.6304,-8,1.63039,-8.00038,32,32.0031
0.1713,1.6296,-8,1.62959,-8.00038,32,32.0031
0.1714,1.6288,-8,1.62879,-8.00039,32,32.0031
0.1715,1.628,-8,1.62799,-8.00039,32,32.0031
0.1716,1.6272,-8,1.62719,-8.00039,32,32.0031
0.1717,1.6264,-8,1.62639,-8.00039,32,32.0031
0.1718,1.6256,-8,1.62559,-8.00039,32,32.0031
0.1719,1.6248,-8,1.62479,-8.00039,32,32.0031
0.172,1.624,-8,1.62399,-8.00039,32,32.0031
0.1721,1.6232,-8,1.62319,-8.00039,32,32.0032
0.1722,1.6224,-8,1.62239,-8.0004,32,32.0032
0.1723,1.6216,-8,1.62159,-8.0004,32,32.0032
0.1724,1.6208,-8,1.62079,-8.0004,32,32.0032
0.1725,1.62,-8,1.61999,-8.0004,32,32.0032
0.1726,1.6192,-8,1.61919,-8.0004,32,32.0032
0.1727,1.6184,-8,1.61839,-8.0004,32,32.0032
0.1728,1.6176,-8,1.61759,-8.0004,32,32.0032
0.1729,1.6168,-8,1.61679,-8.0004,32,32.0032
0.173,1.616,-8,1.61599,-8.00041,32,32.0033
0.1731,1.6152,-8,1.61519,-8.00041,32,32.0033
0.1732,1.6144,-8,1.61439,-8.00041,32,32.0033
0.1733,1.6136,-8,1.61359,-8.00041,32,32.0033
0.1734,1.6128,-8,1.61279,-8.00041,32,32.0033
0.1735,1.612,-8,1.61199,-8.00041,32,32.0033
0.1736,1.6112,-8,1.61119,-8.00041,32,32.0033
0.1737,1.6104,-8,1.61039,-8.00042,32,32.0033
0.1738,1.6096,-8,1.60959,-8.00042,32,32.0033
0.1739,1.6088,-8,1.60879,-8.00042,32,32.0033
0.174,1.608,-8,1.60799,-8.00042,32,32.0034
0.1741,1.6072,-8,1.60719,-8.00042,32,32.0034
0.1742,1.6064,-8,1.60639,-8.00042,32,32.0034
0.1743,1.6056,-8,1.60559,-8.00042,32,32.0034
0.1744,1.6048,-8,1.60479,-8.00042,32,32.0034
0.1745,1.604,-8,1.60399,-8.00043,32,32.0034
0.1746,1.6032,-8,1.60319,-8.00043,32,32.0034
0.1747,1.6024,-8,1.60239,-8.00043,32,32.0034
0.1748,1.6016,-8,1.60159,-8.00043,32,32.0034
0.1749,1.6008,-8,1.60079,-8.00043,32,32.0035
0.175,1.6,-8,1.59999,-8.00043,32,32.0035
0.1751,1.5992,-8,1.59919,-8.00043,32,32.0035
0.1752,1.5984,-8,1.59839,-8.00044,32,32.0035
0.1753,1.5976,-8,1.59759,-8.00044,32,32.0035
0.1754,1.5968,-8,1.59679,-8.00044,32,32.0035
0.1755,1.596,-8,1.59599,-8.00044,32,32.0035
0.1756,1.5952,-8,1.59519,-8.00044,32,32.0035
0.1757,1.5944,-8,1.59439,-8.00044,32,32.0035
0.1758,1.5936,-8,1.59359,-8.00044,32,32.0036
0.1759,1.5928,-8,1.59279,-8.00045,32,32.0036
0.176,1.592,-8,1.59199,-8.00045,32,32.0036
0.1761,1.5912,-8,1.59119,-8.00045,32,32.0036
0.1762,1.5904,-8,1.59039,-8.00045,32,32.0036
0.1763,1.5896,-8,1.58959,-8.00045,32,32.0036
0.1764,1.5888,-8,1.58879,-8.00045,32,32.0036
0.1765,1.588,-8,1.58799,-8.00045,32,32.0036
0.1766,1.5872,-8,1.58719,-8.00046,32,32.0036
0.1767,1.5864,-8,1.58639,-8.00046,32,32.0037
0.1768,1.5856,-8,1.58559,-8.00046,32,32.0037
0.1769,1.5848,-8,1.58479,-8.00046,32,32.0037
0.177,1.584,-8,1.58399,-8.00046,32,32.0037
0.1771,1.5832,-8,1.58319,-8.00046,32,32.0037
0.1772,1.5824,-8,1.58239,-8.00047,32,32.0037
0.1773,1.5816,-8,1.58159,-8.00047,32,32.0037
0.1774,1.5808,-8,1.58079,-8.00047,32,32.0037
0.1775,1.58,-8,1.57999,-8.00047,32,32.0038
0.1776,1.5792,-8,1.57919,-8.00047,32,32.0038
0.1777,1.5784,-8,1.57839,-8.00047,32,32.0038
0.1778,1.5776,-8,1.57759,-8.00047,32,32.0038
0.1779,1.5768,-8,1.57679,-8.00048,32,32.0038
0.178,1.576,-8,1.57599,-8.00048,32,32.0038
0.1781,1.5752,-8,1.57519,-8.00048,32,32.0038
0.1782,1.5744,-8,1.57439,-8.00048,32,32.0038
0.1783,1.5736,-8,1.57359,-8.00048,32,32.0039
0.1784,1.5728,-8,1.57279,-8.00048,32,32.0039
0.1785,1.572,-8,1.57199,-8.00049,32,32.0039
0.1786,1.5712,-8,1.57119,-8.00049,32,32.0039
0.1787,1.5704,-8,1.57039,-8.00049,32,32.0039
0.1788,1.5696,-8,1.56959,-8.00049,32,32.0039
0.1789,1.5688,-8,1.56879,-8.00049,32,32.0039
0.179,1.568,-8,1.56799,-8.00049,32,32.0039
0.1791,1.5672,-8,1.56719,-8.00049,32,32.004
0.1792,1.5664,-8,1.56639,-8.0005,32,32.004
0.1793,1.5656,-8,1.56558,-8.0005,32,32.004
0.1794,1.5648,-8,1.56478,-8.0005,32,32.004
0.1795,1.564,-8,1.56398,-8.0005,32,32.004
0.1796,1.5632,-8,1.56318,-8.0005,32,32.004
0.1797,1.5624,-8,1.56238,-8.0005,32,32.004
0.1798,1.5616,-8,1.56158,-8.00051,32,32.004
0.1799,1.5608,-8,1.56078,-8.00051,32,32.0041
0.18,1.56,-8,1.55998,-8.00051,32,32.0041
0.1801,1.5592,-8,1.55918,-8.00051,32,32.0041
0.1802,1.5584,-8,1.55838,-8.00051,32,32.0041
0.1803,1.5576,-8,1.55758,-8.00051,32,32.0041
0.1804,1.5568,-8,1.55678,-8.00052,32,32.0041
0.1805,1.556,-8,1.55598,-8.00052,32,32.0041
0.1806,1.5552,-8,1.55518,-8.00052,32,32.0042
0.1807,1.5544,-8,1.55438,-8.00052,32,32.0042
0.1808,1.5536,-8,1.55358,-8.00052,32,32.0042
0.1809,1.5528,-8,1.55278,-8.00052,32,32.0042
0.181,1.552,-8,1.55198,-8.00053,32,32.0042
0.1811,1.5512,-8,1.55118,-8.00053,32,32.0042
0.1812,1.5504,-8,1.55038,-8.00053,32,32.0042
0.1813,1.5496,-8,1.54958,-8.00053,32,32.0043
0.1814,1.5488,-8,1.54878,-8.00053,32,32.0043
0.1815,1.548,-8,1.54798,-8.00054,32,32.0043
0.1816,1.5472,-8,1.54718,-8.00054,32,32.0043
0.1817,1.5464,-8,1.54638,-8.00054,32,32.0043
0.1818,1.5456,-8,1.54558,-8.00054,32,32.0043
0.1819,1.5448,-8,1.54478,-8.00054,32,32.0043
0.182,1.544,-8,1.54398,-8.00054,32,32.0044
0.1821,1.5432,-8,1.54318,-8.00055,32,32.0044
0.1822,1.5424,-8,1.54238,-8.00055,32,32.0044
0.1823,1.5416,-8,1.54158,-8.00055,32,32.0044
0.1824,1.5408,-8,1.54078,-8.00055,32,32.0044
0.1825,1.54,-8,1.53998,-8.00055,32,32.0044
0.1826,1.5392,-8,1.53918,-8.00055,32,32.0044
0.1827,1.5384,-8,1.53838,-8.00056,32,32.0045
0.1828,1.5376,-8,1.53758,-8.00056,32,32.0045
0.1829,1.5368,-8,1.53678,-8.00056,32,32.0045
0.183,1.536,-8,1.53598,-8.00056,32,32.0045
0.1831,1.5352,-8,1.53518,-8.00056,32,32.0045
0.1832,1.5344,-8,1.53438,-8.00057,32,32.0045
0.1833,1.5336,-8,1.53358,-8.00057,32,32.0045
0.1834,1.5328,-8,1.53278,-8.00057,32,32.0046
0.1835,1.532,-8,1.53198,-8.00057,32,32.0046
0.1836,1.5312,-8,1.53118,-8.00057,32,32.0046
0.1837,1.5304,-8,1.53038,-8.00058,32,32.0046
0.1838,1.5296,-8,1.52958,-8.00058,32,32.0046
0.1839,1.5288,-8,1.52878,-8.00058,32,32.0046
0.184,1.528,-8,1.52798,-8.00058,32,32.0046
0.1841,1.5272,-8,1.52718,-8.00058,32,32.0047
0.1842,1.5264,-8,1.52638,-8.00058,32,32.0047
0.1843,1.5256,-8,1.52558,-8.00059,32,32.0047
0.1844,1.5248,-8,1.52478,-8.00059,32,32.0047
0.1845,1.524,-8,1.52398,-8.00059,32,32.0047
0.1846,1.5232,-8,1.52318,-8.00059,32,32.0047
0.1847,1.5224,-8,1.52238,-8.00059,32,32.0048
0.1848,1.5216,-8,1.52158,-8.0006,32,32.0048
0.1849,1.5208,-8,1.52078,-8.0006,32,32.0048
0.185,1.52,-8,1.51998,-8.0006,32,32.0048
