t,x_cin,v_cin,x_pot,v_pot,E_cin_total,E_pot_total
0.46,0.68,8,1.42893,8.00088,32,32.0071
0.4601,0.6808,8,1.42973,8.00088,32,32.007
0.4602,0.6816,8,1.43053,8.00088,32,32.007
0.4603,0.6824,8,1.43133,8.00087,32,32.007
0.4604,0.6832,8,1.43213,8.00087,32,32.007
0.4605,0.684,8,1.43293,8.00087,32,32.007
0.4606,0.6848,8,1.43373,8.00087,32,32.0069
0.4607,0.6856,8,1.43453,8.00086,32,32.0069
0.4608,0.6864,8,1.43533,8.00086,32,32.0069
0.4609,0.6872,8,1.43613,8.00086,32,32.0069
0.461,0.688,8,1.43694,8.00085,32,32.0068
0.4611,0.6888,8,1.43774,8.00085,32,32.0068
0.4612,0.6896,8,1.43854,8.00085,32,32.0068
0.4613,0.6904,8,1.43934,8.00085,32,32.0068
0.4614,0.6912,8,1.44014,8.00084,32,32.0067
0.4615,0.692,8,1.44094,8.00084,32,32.0067
0.4616,0.6928,8,1.44174,8.00084,32,32.0067
0.4617,0.6936,8,1.44254,8.00083,32,32.0067
0.4618,0.6944,8,1.44334,8.00083,32,32.0066
0.4619,0.6952,8,1.44414,8.00083,32,32.0066
0.462,0.696,8,1.44494,8.00082,32,32.0066
0.4621,0.6968,8,1.44574,8.00082,32,32.0066
0.4622,0.6976,8,1.44654,8.00082,32,32.0066
0.4623,0.6984,8,1.44734,8.00082,32,32.0065
0.4624,0.6992,8,1.44814,8.00081,32,32.0065
0.4625,0.7,8,1.44894,8.00081,32,32.0065
0.4626,0.7008,8,1.44974,8.00081,32,32.0065
0.4627,0.7016,8,1.45054,8.00081,32,32.0064
0.4628,0.7024,8,1.45134,8.0008,32,32.0064
0.4629,0.7032,8,1.45214,8.0008,32,32.0064
0.463,0.704,8,1.45294,8.0008,32,32.0064
0.4631,0.7048,8,1.45374,8.00079,32,32.0064
0.4632,0.7056,8,1.45454,8.00079,32,32.0063
0.4633,0.7064,8,1.45534,8.00079,32,32.0063
0.4634,0.7072,8,1.45614,8.00079,32,32.0063
0.4635,0.708,8,1.45694,8.00078,32,32.0063
0.4636,0.7088,8,1.45774,8.00078,32,32.0062
0.4637,0.7096,8,1.45854,8.00078,32,32.0062
0.4638,0.7104,8,1.45934,8.00078,32,32.0062
0.4639,0.7112,8,1.46014,8.00077,32,32.0062
0.464,0.712,8,1.46094,8.00077,32,32.0062
0.4641,0.7128,8,1.46174,8.00077,32,32.0061
0.4642,0.7136,8,1.46254,8.00076,32,32.0061
0.4643,0.7144,8,1.46334,8.00076,32,32.0061
0.4644,0.7152,8,1.46414,8.00076,32,32.0061
0.4645,0.716,8,1.46494,8.00076,32,32.0061
0.4646,0.7168,8,1.46574,8.00075,32,32.006
0.4647,0.7176,8,1.46654,8.00075,32,32.006
0.4648,0.7184,8,1.46734,8.00075,32,32.006
0.4649,0.7192,8,1.46814,8.00075,32,32.006
0.465,0.72,8,1.46894,8.00074,32,32.006
0.4651,0.7208,8,1.46974,8.00074,32,32.0059
0.4652,0.7216,8,1.47054,8.00074,32,32.0059
0.4653,0.7224,8,1.47134,8.00074,32,32.0059
0.4654,0.7232,8,1.47214,8.00073,32,32.0059
0.4655,0.724,8,1.47294,8.00073,32,32.0059
0.4656,0.7248,8,1.47374,8.00073,32,32.0058
0.4657,0.7256,8,1.47454,8.00073,32,32.0058
0.4658,0.7264,8,1.47534,8.00072,32,32.0058
0.4659,0.7272,8,1.47614,8.00072,32,32.0058
0.466,0.728,8,1.47694,8.00072,32,32.0058
0.4661,0.7288,8,1.47774,8.00072,32,32.0057
0.4662,0.7296,8,1.47854,8.00071,32,32.0057
0.4663,0.7304,8,1.47934,8.00071,32,32.0057
0.4664,0.7312,8,1.48014,8.00071,32,32.0057
0.4665,0.732,8,1.48094,8.00071,32,32.0057
0.4666,0.7328,8,1.48174,8.00071,32,32.0056
0.4667,0.7336,8,1.48254,8.0007,32,32.0056
0.4668,0.7344,8,1.48334,8.0007,32,32.0056
0.4669,0.7352,8,1.48414,8.0007,32,32.0056
0.467,0.736,8,1.48494,8.0007,32,32.0056
0.4671,0.7368,8,1.48574,8.00069,32,32.0055
0.4672,0.7376,8,1.48654,8.00069,32,32.0055
0.4673,0.7384,8,1.48734,8.00069,32,32.0055
0.4674,0.7392,8,1.48814,8.00069,32,32.0055
0.4675,0.74,8,1.48894,8.00068,32,32.0055
0.4676,0.7408,8,1.48974,8.00068,32,32.0055
0.4677,0.7416,8,1.49054,8.00068,32,32.0054
0.4678,0.7424,8,1.49134,8.00068,32,32.0054
0.4679,0.7432,8,1.49214,8.00067,32,32.0054
0.468,0.744,8,1.49294,8.00067,32,32.0054
0.4681,0.7448,8,1.49374,8.00067,32,32.0054
0.4682,0.7456,8,1.49454,8.00067,32,32.0053
0.4683,0.7464,8,1.49534,8.00067,32,32.0053
0.4684,0.7472,8,1.49614,8.00066,32,32.0053
0.4685,0.748,8,1.49694,8.00066,32,32.0053
0.4686,0.7488,8,1.49774,8.00066,32,32.0053
0.4687,0.7496,8,1.49854,8.00066,32,32.0053
0.4688,0.7504,8,1.49934,8.00065,32,32.0052
0.4689,0.7512,8,1.50014,8.00065,32,32.0052
0.469,0.752,8,1.50094,8.00065,32,32.0052
0.4691,0.7528,8,1.50174,8.00065,32,32.0052
0.4692,0.7536,8,1.50254,8.00065,32,32.0052
0.4693,0.7544,8,1.50334,8.00064,32,32.0052
0.4694,0.7552,8,1.50414,8.00064,32,32.0051
0.4695,0.756,8,1.50494,8.00064,32,32.0051
0.4696,0.7568,8,1.50574,8.00064,32,32.0051
0.4697,0.7576,8,1.50654,8.00064,32,32.0051
0.4698,0.7584,8,1.50734,8.00063,32,32.0051
0.4699,0.7592,8,1.50814,8.00063,32,32.005
0.47,0.76,8,1.50894,8.00063,32,32.005
0.4701,0.7608,8,1.50974,8.00063,32,32.005
0.4702,0.7616,8,1.51054,8.00062,32,32.005
0.4703,0.7624,8,1.51134,8.00062,32,32.005
0.4704,0.7632,8,1.51214,8.00062,32,32.005
0.4705,0.764,8,1.51294,8.00062,32,32.0049
0.4706,0.7648,8,1.51374,8.00062,32,32.0049
0.4707,0.7656,8,1.51454,8.00061,32,32.0049
0.4708,0.7664,8,1.51534,8.00061,32,32.0049
0.4709,0.7672,8,1.51614,8.00061,32,32.0049
0.471,0.768,8,1.51694,8.00061,32,32.0049
0.4711,0.7688,8,1.51774,8.00061,32,32.0049
0.4712,0.7696,8,1.51854,8.0006,32,32.0048
0.4713,0.7704,8,1.51934,8.0006,32,32.0048
0.4714,0.7712,8,1.52014,8.0006,32,32.0048
0.4715,0.772,8,1.52094,8.0006,32,32.0048
0.4716,0.7728,8,1.52174,8.0006,32,32.0048
0.4717,0.7736,8,1.52254,8.00059,32,32.0048
0.4718,0.7744,8,1.52334,8.00059,32,32.0047
0.4719,0.7752,8,1.52414,8.00059,32,32.0047
0.472,0.776,8,1.52494,8.00059,32,32.0047
0.4721,0.7768,8,1.52574,8.00059,32,32.0047
0.4722,0.7776,8,1.52654,8.00058,32,32.0047
0.4723,0.7784,8,1.52734,8.00058,32,32.0047
0.4724,0.7792,8,1.52814,8.00058,32,32.0046
0.4725,0.78,8,1.52894,8.00058,32,32.0046
0.4726,0.7808,8,1.52974,8.00058,32,32.0046
0.4727,0.7816,8,1.53054,8.00057,32,32.0046
0.4728,0.7824,8,1.53134,8.00057,32,32.0046
0.4729,0.7832,8,1.53214,8.00057,32,32.0046
0.473,0.784,8,1.53294,8.00057,32,32.0046
0.4731,0.7848,8,1.53374,8.00057,32,32.0045
0.4732,0.7856,8,1.53454,8.00057,32,32.0045
0.4733,0.7864,8,1.53534,8.00056,32,32.0045
0.4734,0.7872,8,1.53614,8.00056,32,32.0045
0.4735,0.788,8,1.53694,8.00056,32,32.0045
0.4736,0.7888,8,1.53774,8.00056,32,32.0045
0.4737,0.7896,8,1.53854,8.00056,32,32.0045
0.4738,0.7904,8,1.53934,8.00055,32,32.0044
0.4739,0.7912,8,1.54014,8.00055,32,32.0044
0.474,0.792,8,1.54094,8.00055,32,32.0044
0.4741,0.7928,8,1.54174,8.00055,32,32.0044
0.4742,0.7936,8,1.54254,8.00055,32,32.0044
0.4743,0.7944,8,1.54334,8.00055,32,32.0044
0.4744,0.7952,8,1.54414,8.00054,32,32.0043
0.4745,0.796,8,1.54494,8.00054,32,32.0043
0.4746,0.7968,8,1.54574,8.00054,32,32.0043
0.4747,0.7976,8,1.54654,8.00054,32,32.0043
0.4748,0.7984,8,1.54734,8.00054,32,32.0043
0.4749,0.7992,8,1.54814,8.00053,32,32.0043
0.475,0.8,8,1.54894,8.00053,32,32.0043
0.4751,0.8008,8,1.54974,8.00053,32,32.0043
0.4752,0.8016,8,1.55054,8.00053,32,32.0042
0.4753,0.8024,8,1.55134,8.00053,32,32.0042
0.4754,0.8032,8,1.55214,8.00053,32,32.0042
0.4755,0.804,8,1.55294,8.00052,32,32.0042
0.4756,0.8048,8,1.55374,8.00052,32,32.0042
0.4757,0.8056,8,1.55454,8.00052,32,32.0042
0.4758,0.8064,8,1.55535,8.00052,32,32.0042
0.4759,0.8072,8,1.55615,8.00052,32,32.0041
0.476,0.808,8,1.55695,8.00052,32,32.0041
0.4761,0.8088,8,1.55775,8.00051,32,32.0041
0.4762,0.8096,8,1.55855,8.00051,32,32.0041
0.4763,0.8104,8,1.55935,8.00051,32,32.0041
0.4764,0.8112,8,1.56015,8.00051,32,32.0041
0.4765,0.812,8,1.56095,8.00051,32,32.0041
0.4766,0.8128,8,1.56175,8.00051,32,32.004
0.4767,0.8136,8,1.56255,8.0005,32,32.004
0.4768,0.8144,8,1.56335,8.0005,32,32.004
0.4769,0.8152,8,1.56415,8.0005,32,32.004
0.477,0.816,8,1.56495,8.0005,32,32.004
0.4771,0.8168,8,1.56575,8.0005,32,32.004
0.4772,0.8176,8,1.56655,8.0005,32,32.004
0.4773,0.8184,8,1.56735,8.00049,32,32.004
0.4774,0.8192,8,1.56815,8.00049,32,32.0039
0.4775,0.82,8,1.56895,8.00049,32,32.0039
0.4776,0.8208,8,1.56975,8.00049,32,32.0039
0.4777,0.8216,8,1.57055,8.00049,32,32.0039
0.4778,0.8224,8,1.57135,8.00049,32,32.0039
0.4779,0.8232,8,1.57215,8.00048,32,32.0039
0.478,0.824,8,1.57295,8.00048,32,32.0039
0.4781,0.8248,8,1.57375,8.00048,32,32.0039
0.4782,0.8256,8,1.57455,8.00048,32,32.0038
0.4783,0.8264,8,1.57535,8.00048,32,32.0038
0.4784,0.8272,8,1.57615,8.00048,32,32.0038
0.4785,0.828,8,1.57695,8.00048,32,32.0038
0.4786,0.8288,8,1.57775,8.00047,32,32.0038
0.4787,0.8296,8,1.57855,8.00047,32,32.0038
0.4788,0.8304,8,1.57935,8.00047,32,32.0038
0.4789,0.8312,8,1.58015,8.00047,32,32.0038
0.479,0.832,8,1.58095,8.00047,32,32.0037
0.4791,0.8328,8,1.58175,8.00047,32,32.0037
0.4792,0.8336,8,1.58255,8.00046,32,32.0037
0.4793,0.8344,8,1.58335,8.00046,32,32.0037
0.4794,0.8352,8,1.58415,8.00046,32,32.0037
0.4795,0.836,8,1.58495,8.00046,32,32.0037
0.4796,0.8368,8,1.58575,8.00046,32,32.0037
0.4797,0.8376,8,1.58655,8.00046,32,32.0037
0.4798,0.8384,8,1.58735,8.00046,32,32.0036
0.4799,0.8392,8,1.58815,8.00045,32,32.0036
0.48,0.84,8,1.58895,8.00045,32,32.0036
0.4801,0.8408,8,1.58975,8.00045,32,32.0036
0.4802,0.8416,8,1.59055,8.00045,32,32.0036
0.4803,0.8424,8,1.59135,8.00045,32,32.0036
0.4804,0.8432,8,1.59215,8.00045,32,32.0036
0.4805,0.844,8,1.59295,8.00045,32,32.0036
0.4806,0.8448,8,1.59375,8.00044,32,32.0036
0.4807,0.8456,8,1.59455,8.00044,32,32.0035
0.4808,0.8464,8,1.59535,8.00044,32,32.0035
0.4809,0.8472,8,1.59615,8.00044,32,32.0035
0.481,0.848,8,1.59695,8.00044,32,32.0035
0.4811,0.8488,8,1.59775,8.00044,32,32.0035
0.4812,0.8496,8,1.59855,8.00044,32,32.0035
0.4813,0.8504,8,1.59935,8.00043,32,32.0035
0.4814,0.8512,8,1.60015,8.00043,32,32.0035
0.4815,0.852,8,1.60095,8.00043,32,32.0035
0.4816,0.8528,8,1.60175,8.00043,32,32.0034
0.4817,0.8536,8,1.60255,8.00043,32,32.0034
0.4818,0.8544,8,1.60335,8.00043,32,32.0034
0.4819,0.8552,8,1.60415,8.00043,32,32.0034
0.482,0.856,8,1.60495,8.00042,32,32.0034
0.4821,0.8568,8,1.60575,8.00042,32,32.0034
0.4822,0.8576,8,1.60655,8.00042,32,32.0034
0.4823,0.8584,8,1.60735,8.00042,32,32.0034
0.4824,0.8592,8,1.60815,8.00042,32,32.0034
0.4825,0.86,8,1.60895,8.00042,32,32.0033
0.4826,0.8608,8,1.60975,8.00042,32,32.0033
0.4827,0.8616,8,1.61055,8.00042,32,32.0033
0.4828,0.8624,8,1.61135,8.00041,32,32.0033
0.4829,0.8632,8,1.61215,8.00041,32,32.0033
0.483,0.864,8,1.61295,8.00041,32,32.0033
0.4831,0.8648,8,1.61375,8.00041,32,32.0033
0.4832,0.8656,8,1.61455,8.00041,32,32.0033
0.4833,0.8664,8,1.61535,8.00041,32,32.0033
0.4834,0.8672,8,1.61615,8.00041,32,32.0032
0.4835,0.868,8,1.61695,8.0004,32,32.0032
0.4836,0.8688,8,1.61775,8.0004,32,32.0032
0.4837,0.8696,8,1.61855,8.0004,32,32.0032
0.4838,0.8704,8,1.61935,8.0004,32,32.0032
0.4839,0.8712,8,1.62015,8.0004,32,32.0032
0.484,0.872,8,1.62095,8.0004,32,32.0032
0.4841,0.8728,8,1.62175,8.0004,32,32.0032
0.4842,0.8736,8,1.62255,8.0004,32,32.0032
0.4843,0.8744,8,1.62335,8.00039,32,32.0032
0.4844,0.8752,8,1.62415,8.00039,32,32.0031
0.4845,0.876,8,1.62495,8.00039,32,32.0031
0.4846,0.8768,8,1.62575,8.00039,32,32.0031
0.4847,0.8776,8,1.62655,8.00039,32,32.0031
0.4848,0.8784,8,1.62735,8.00039,32,32.0031
0.4849,0.8792,8,1.62815,8.00039,32,32.0031
0.485,0.88,8,1.62895,8.00039,32,32.0031
0.4851,0.8808,8,1.62975,8.00038,32,32.0031
0.4852,0.8816,8,1.63055,8.00038,32,32.0031
0.4853,0.8824,8,1.63135,8.00038,32,32.0031
0.4854,0.8832,8,1.63215,8.00038,32,32.003
0.4855,0.884,8,1.63295,8.00038,32,32.003
0.4856,0.8848,8,1.63375,8.00038,32,32.003
0.4857,0.8856,8,1.63455,8.00038,32,32.003
0.4858,0.8864,8,1.63535,8.00038,32,32.003
0.4859,0.8872,8,1.63615,8.00037,32,32.003
0.486,0.888,8,1.63695,8.00037,32,32.003
0.4861,0.8888,8,1.63775,8.00037,32,32.003
0.4862,0.8896,8,1.63855,8.00037,32,32.003
0.4863,0.8904,8,1.63935,8.00037,32,32.003
0.4864,0.8912,8,1.64015,8.00037,32,32.003
0.4865,0.892,8,1.64095,8.00037,32,32.0029
0.4866,0.8928,8,1.64175,8.00037,32,32.0029
0.4867,0.8936,8,1.64255,8.00037,32,32.0029
0.4868,0.8944,8,1.64335,8.00036,32,32.0029
0.4869,0.8952,8,1.64415,8.00036,32,32.0029
0.487,0.896,8,1.64495,8.00036,32,32.0029
0.4871,0.8968,8,1.64575,8.00036,32,32.0029
0.4872,0.8976,8,1.64655,8.00036,32,32.0029
0.4873,0.8984,8,1.64735,8.00036,32,32.0029
0.4874,0.8992,8,1.64815,8.00036,32,32.0029
0.4875,0.9,8,1.64895,8.00036,32,32.0029
0.4876,0.9008,8,1.64975,8.00036,32,32.0028
0.4877,0.9016,8,1.65055,8.00035,32,32.0028
0.4878,0.9024,8,1.65135,8.00035,32,32.0028
0.4879,0.9032,8,1.65215,8.00035,32,32.0028
0.488,0.904,8,1.65295,8.00035,32,32.0028
0.4881,0.9048,8,1.65375,8.00035,32,32.0028
0.4882,0.9056,8,1.65455,8.00035,32,32.0028
0.4883,0.9064,8,1.65535,8.00035,32,32.0028
0.4884,0.9072,8,1.65615,8.00035,32,32.0028
0.4885,0.908,8,1.65695,8.00035,32,32.0028
0.4886,0.9088,8,1.65775,8.00034,32,32.0028
0.4887,0.9096,8,1.65855,8.00034,32,32.0027
0.4888,0.9104,8,1.65935,8.00034,32,32.0027
0.4889,0.9112,8,1.66015,8.00034,32,32.0027
0.489,0.912,8,1.66095,8.00034,32,32.0027
0.4891,0.9128,8,1.66175,8.00034,32,32.0027
0.4892,0.9136,8,1.66255,8.00034,32,32.0027
0.4893,0.9144,8,1.66335,8.00034,32,32.0027
0.4894,0.9152,8,1.66415,8.00034,32,32.0027
0.4895,0.916,8,1.66495,8.00033,32,32.0027
0.4896,0.9168,8,1.66575,8.00033,32,32.0027
0.4897,0.9176,8,1.66655,8.00033,32,32.0027
0.4898,0.9184,8,1.66735,8.00033,32,32.0027
0.4899,0.9192,8,1.66815,8.00033,32,32.0026
0.49,0.92,8,1.66895,8.00033,32,32.0026
0.4901,0.9208,8,1.66975,8.00033,32,32.0026
0.4902,0.9216,8,1.67055,8.00033,32,32.0026
0.4903,0.9224,8,1.67135,8.00033,32,32.0026
0.4904,0.9232,8,1.67215,8.00033,32,32.0026
0.4905,0.924,8,1.67295,8.00032,32,32.0026
0.4906,0.9248,8,1.67375,8.00032,32,32.0026
0.4907,0.9256,8,1.67455,8.00032,32,32.0026
0.4908,0.9264,8,1.67535,8.00032,32,32.0026
0.4909,0.9272,8,1.67615,8.00032,32,32.0026
0.491,0.928,8,1.67695,8.00032,32,32.0026
0.4911,0.9288,8,1.67775,8.00032,32,32.0025
0.4912,0.9296,8,1.67855,8.00032,32,32.0025
0.4913,0.9304,8,1.67935,8.00032,32,32.0025
0.4914,0.9312,8,1.68015,8.00032,32,32.0025
0.4915,0.932,8,1.68095,8.00031,32,32.0025
0.4916,0.9328,8,1.68175,8.00031,32,32.0025
0.4917,0.9336,8,1.68255,8.00031,32,32.0025
0.4918,0.9344,8,1.68335,8.00031,32,32.0025
0.4919,0.9352,8,1.68415,8.00031,32,32.0025
0.492,0.936,8,1.68495,8.00031,32,32.0025
0.4921,0.9368,8,1.68575,8.00031,32,32.0025
0.4922,0.9376,8,1.68655,8.00031,32,32.0025
0.4923,0.9384,8,1.68735,8.00031,32,32.0024
0.4924,0.9392,8,1.68815,8.00031,32,32.0024
0.4925,0.94,8,1.68895,8.0003,32,32.0024
0.4926,0.9408,8,1.68975,8.0003,32,32.0024
0.4927,0.9416,8,1.69055,8.0003,32,32.0024
0.4928,0.9424,8,1.69135,8.0003,32,32.0024
0.4929,0.9432,8,1.69215,8.0003,32,32.0024
0.493,0.944,8,1.69295,8.0003,32,32.0024
0.4931,0.9448,8,1.69375,8.0003,32,32.0024
0.4932,0.9456,8,1.69455,8.0003,32,32.0024
0.4933,0.9464,8,1.69535,8.0003,32,32.0024
0.4934,0.9472,8,1.69615,8.0003,32,32.0024
0.4935,0.948,8,1.69695,8.00029,32,32.0024
0.4936,0.9488,8,1.69775,8.00029,32,32.0024
0.4937,0.9496,8,1.69855,8.00029,32,32.0023
0.4938,0.9504,8,1.69935,8.00029,32,32.0023
0.4939,0.9512,8,1.70015,8.00029,32,32.0023
0.494,0.952,8,1.70095,8.00029,32,32.0023
0.4941,0.9528,8,1.70175,8.00029,32,32.0023
0.4942,0.9536,8,1.70255,8.00029,32,32.0023
0.4943,0.9544,8,1.70335,8.00029,32,32.0023
0.4944,0.9552,8,1.70415,8.00029,32,32.0023
0.4945,0.956,8,1.70495,8.00029,32,32.0023
0.4946,0.9568,8,1.70575,8.00028,32,32.0023
0.4947,0.9576,8,1.70655,8.00028,32,32.0023
0.4948,0.9584,8,1.70735,8.00028,32,32.0023
0.4949,0.9592,8,1.70815,8.00028,32,32.0023
0.495,0.96,8,1.70895,8.00028,32,32.0023
0.4951,0.9608,8,1.70975,8.00028,32,32.0022
0.4952,0.9616,8,1.71055,8.00028,32,32.0022
0.4953,0.9624,8,1.71135,8.00028,32,32.0022
0.4954,0.9632,8,1.71215,8.00028,32,32.0022
0.4955,0.964,8,1.71295,8.00028,32,32.0022
0.4956,0.9648,8,1.71375,8.00028,32,32.0022
0.4957,0.9656,8,1.71455,8.00028,32,32.0022
0.4958,0.9664,8,1.71535,8.00027,32,32.0022
0.4959,0.9672,8,1.71615,8.00027,32,32.0022
0.496,0.968,8,1.71695,8.00027,32,32.0022
0.4961,0.9688,8,1.71775,8.00027,32,32.0022
0.4962,0.9696,8,1.71855,8.00027,32,32.0022
0.4963,0.9704,8,1.71935,8.00027,32,32.0022
0.4964,0.9712,8,1.72015,8.00027,32,32.0022
0.4965,0.972,8,1.72095,8.00027,32,32.0021
0.4966,0.9728,8,1.72175,8.00027,32,32.0021
0.4967,0.9736,8,1.72255,8.00027,32,32.0021
0.4968,0.9744,8,1.72335,8.00027,32,32.0021
0.4969,0.9752,8,1.72415,8.00027,32,32.0021
0.497,0.976,8,1.72495,8.00026,32,32.0021
0.4971,0.9768,8,1.72575,8.00026,32,32.0021
0.4972,0.9776,8,1.72655,8.00026,32,32.0021
0.4973,0.9784,8,1.72735,8.00026,32,32.0021
0.4974,0.9792,8,1.72815,8.00026,32,32.0021
0.4975,0.98,8,1.72895,8.00026,32,32.0021
0.4976,0.9808,8,1.72975,8.00026,32,32.0021
0.4977,0.9816,8,1.73055,8.00026,32,32.0021
0.4978,0.9824,8,1.73135,8.00026,32,32.0021
0.4979,0.9832,8,1.73215,8.00026,32,32.0021
0.498,0.984,8,1.73295,8.00026,32,32.0021
0.4981,0.9848,8,1.73375,8.00026,32,32.002
0.4982,0.9856,8,1.73455,8.00025,32,32.002
0.4983,0.9864,8,1.73535,8.00025,32,32.002
0.4984,0.9872,8,1.73615,8.00025,32,32.002
0.4985,0.988,8,1.73695,8.00025,32,32.002
0.4986,0.9888,8,1.73775,8.00025,32,32.002
0.4987,0.9896,8,1.73855,8.00025,32,32.002
0.4988,0.9904,8,1.73935,8.00025,32,32.002
0.4989,0.9912,8,1.74015,8.00025,32,32.002
0.499,0.992,8,1.74095,8.00025,32,32.002
0.4991,0.9928,8,1.74175,8.00025,32,32.002
0.4992,0.9936,8,1.74255,8.00025,32,32.002
0.4993,0.9944,8,1.74335,8.00025,32,32.002
0.4994,0.9952,8,1.74415,8.00025,32,32.002
0.4995,0.996,8,1.74495,8.00024,32,32.002
0.4996,0.9968,8,1.74575,8.00024,32,32.002
0.4997,0.9976,8,1.74655,8.00024,32,32.0019
0.4998,0.9984,8,1.74735,8.00024,32,32.0019
0.4999,0.9992,8,1.74815,8.00024,32,32.0019
0.5,1,8,1.74895,8.00024,32,32.0019
0.5001,1.0008,8,1.74975,8.00024,32,32.0019
0.5002,1.0016,8,1.75055,8.00024,32,32.0019
0.5003,1.0024,8,1.75135,8.00024,32,32.0019
0.5004,1.0032,8,1.75215,8.00024,32,32.0019
0.5005,1.004,8,1.75295,8.00024,32,32.0019
0.5006,1.0048,8,1.75375,8.00024,32,32.0019
0.5007,1.0056,8,1.75455,8.00024,32,32.0019
0.5008,1.0064,8,1.75535,8.00023,32,32.0019
0.5009,1.0072,8,1.75615,8.00023,32,32.0019
0.501,1.008,8,1.75695,8.00023,32,32.0019
0.5011,1.0088,8,1.75775,8.00023,32,32.0019
0.5012,1.0096,8,1.75855,8.00023,32,32.0019
0.5013,1.0104,8,1.75935,8.00023,32,32.0019
0.5014,1.0112,8,1.76015,8.00023,32,32.0018
0.5015,1.012,8,1.76095,8.00023,32,32.0018
0.5016,1.0128,8,1.76175,8.00023,32,32.0018
0.5017,1.0136,8,1.76255,8.00023,32,32.0018
0.5018,1.0144,8,1.76335,8.00023,32,32.0018
0.5019,1.0152,8,1.76415,8.00023,32,32.0018
0.502,1.016,8,1.76495,8.00023,32,32.0018
0.5021,1.0168,8,1.76575,8.00023,32,32.0018
0.5022,1.0176,8,1.76655,8.00022,32,32.0018
0.5023,1.0184,8,1.76735,8.00022,32,32.0018
0.5024,1.0192,8,1.76815,8.00022,32,32.0018
0.5025,1.02,8,1.76895,8.00022,32,32.0018
0.5026,1.0208,8,1.76975,8.00022,32,32.0018
0.5027,1.0216,8,1.77055,8.00022,32,32.0018
0.5028,1.0224,8,1.77135,8.00022,32,32.0018
0.5029,1.0232,8,1.77215,8.00022,32,32.0018
0.503,1.024,8,1.77295,8.00022,32,32.0018
0.5031,1.0248,8,1.77375,8.00022,32,32.0017
0.5032,1.0256,8,1.77455,8.00022,32,32.0017
0.5033,1.0264,8,1.77535,8.00022,32,32.0017
0.5034,1.0272,8,1.77615,8.00022,32,32.0017
0.5035,1.028,8,1.77695,8.00022,32,32.0017
0.5036,1.0288,8,1.77775,8.00022,32,32.0017
0.5037,1.0296,8,1.77855,8.00021,32,32.0017
0.5038,1.0304,8,1.77935,8.00021,32,32.0017
0.5039,1.0312,8,1.78015,8.00021,32,32.0017
0.504,1.032,8,1.78095,8.00021,32,32.0017
0.5041,1.0328,8,1.78175,8.00021,32,32.0017
0.5042,1.0336,8,1.78255,8.00021,32,32.0017
0.5043,1.0344,8,1.78335,8.00021,32,32.0017
0.5044,1.0352,8,1.78415,8.00021,32,32.0017
0.5045,1.036,8,1.78495,8.00021,32,32.0017
0.5046,1.0368,8,1.78575,8.00021,32,32.0017
0.5047,1.0376,8,1.78655,8.00021,32,32.0017
0.5048,1.0384,8,1.78735,8.00021,32,32.0017
0.5049,1.0392,8,1.78815,8.00021,32,32.0017
0.505,1.04,8,1.78895,8.00021,32,32.0016
0.5051,1.0408,8,1.78975,8.00021,32,32.0016
0.5052,1.0416,8,1.79055,8.0002,32,32.0016
0.5053,1.0424,8,1.79135,8.0002,32,32.0016
0.5054,1.0432,8,1.79215,8.0002,32,32.0016
0.5055,1.044,8,1.79295,8.0002,32,32.0016
0.5056,1.0448,8,1.79375,8.0002,32,32.0016
0.5057,1.0456,8,1.79456,8.0002,32,32.0016
0.5058,1.0464,8,1.79536,8.0002,32,32.0016
0.5059,1.0472,8,1.79616,8.0002,32,32.0016
0.506,1.048,8,1.79696,8.0002,32,32.0016
0.5061,1.0488,8,1.79776,8.0002,32,32.0016
0.5062,1.0496,8,1.79856,8.0002,32,32.0016
0.5063,1.0504,8,1.79936,8.0002,32,32.0016
0.5064,1.0512,8,1.80016,8.0002,32,32.0016
0.5065,1.052,8,1.80096,8.0002,32,32.0016
0.5066,1.0528,8,1.80176,8.0002,32,32.0016
0.5067,1.0536,8,1.80256,8.0002,32,32.0016
0.5068,1.0544,8,1.80336,8.0002,32,32.0016
0.5069,1.0552,8,1.80416,8.00019,32,32.0016
0.507,1.056,8,1.80496,8.00019,32,32.0016
0.5071,1.0568,8,1.80576,8.00019,32,32.0015
0.5072,1.0576,8,1.80656,8.00019,32,32.0015
0.5073,1.0584,8,1.80736,8.00019,32,32.0015
0.5074,1.0592,8,1.80816,8.00019,32,32.0015
0.5075,1.06,8,1.80896,8.00019,32,32.0015
0.5076,1.0608,8,1.80976,8.00019,32,32.0015
0.5077,1.0616,8,1.81056,8.00019,32,32.0015
0.5078,1.0624,8,1.81136,8.00019,32,32.0015
0.5079,1.0632,8,1.81216,8.00019,32,32.0015
0.508,1.064,8,1.81296,8.00019,32,32.0015
0.5081,1.0648,8,1.81376,8.00019,32,32.0015
0.5082,1.0656,8,1.81456,8.00019,32,32.0015
0.5083,1.0664,8,1.81536,8.00019,32,32.0015
0.5084,1.0672,8,1.81616,8.00019,32,32.0015
0.5085,1.068,8,1.81696,8.00019,32,32.0015
0.5086,1.0688,8,1.81776,8.00018,32,32.0015
0.5087,1.0696,8,1.81856,8.00018,32,32.0015
